EntrezID_TF	EntrezID_gene
2908	54658
2909	2908
2969	2353
2971	6895
2971	23621
3065	1026
3065	3397
3065	3486
3065	7148
3068	150572
3091	1050
3091	1356
3091	2056
3091	2597
3091	3398
3091	3952
3091	4846
3091	4879
3091	4915
3091	5045
3091	5209
3091	7015
3091	7018
3091	7422
3091	7852
3091	23621
3091	51107
3096	3283
3096	3284
3096	3456
3096	4609
3148	5243
3159	2919
3159	3456
3159	3484
3159	3559
3159	3643
3159	5243
3164	230
3164	1585
3164	1869
3164	2908
3164	5054
3169	259
3169	338
3169	2052
3169	3239
3169	3484
3169	4585
3169	7018
3169	317716
3170	259
3170	335
3170	338
3170	1551
3170	2052
3170	3484
3170	3651
3170	5627
3171	1576
3172	183
3172	259
3172	335
3172	337
3172	338
3172	344
3172	345
3172	632
3172	1109
3172	1558
3172	1559
3172	1565
3172	1576
3172	1582
3172	1593
3172	2056
3172	2155
3172	2160
3172	2161
3172	2169
3172	2353
3172	2710
3172	2984
3172	3172
3172	3990
3172	4477
3172	5265
3172	5465
3172	6462
3172	6580
3172	6927
3172	10864
3172	27330
3172	57144
3172	64240
3172	64241
3174	632
3174	1109
3175	3172
3178	5610
3190	1977
3190	4609
3190	6714
3202	5241
3202	5764
3202	6530
3205	6401
3206	1026
3206	1536
3206	2018
3206	3690
3206	9935
3211	1290
3217	2247
3235	3235
3236	3235
3280	429
3280	2548
3280	5730
3280	5978
3297	3308
3297	5243
3298	3308
3298	8600
3344	3558
3394	968
3394	1536
3394	9636
3484	3456
3516	602
3516	1401
3516	3456
3516	3569
3516	4790
3516	4792
3553	10553
3569	3308
3569	10553
3586	7076
3592	3558
3593	3558
3603	7130
3607	3558
3621	174
3642	3642
3651	3630
3659	356
3659	632
3659	841
3659	1278
3659	1520
3659	1536
3659	2908
3659	3135
3659	3433
3659	3439
3659	3456
3659	3586
3659	3620
3659	3669
3659	4261
3659	5698
3659	6352
3659	6363
3659	6590
3659	6890
3659	7098
3659	7412
3659	8519
3659	8554
3659	9636
3659	10068
3659	10392
3660	356
3660	1278
3660	1520
3660	1536
3660	2908
3660	3456
3660	3586
3660	4261
3660	7098
3661	3439
3661	3456
3661	3665
3661	6352
3661	6363
3661	9636
3662	968
3662	1536
3662	3565
3662	3662
3662	9636
3663	3439
3663	3448
3663	6363
3665	3439
3665	3448
3665	3456
3665	3665
3665	6352
3665	6363
3665	9636
3725	9
3725	12
3725	226
3725	350
3725	351
3725	467
3725	595
3725	597
3725	623
3725	672
3725	719
3725	826
3725	1277
3725	1437
3725	1442
3725	1576
3725	1621
3725	1636
3725	1906
3725	2006
3725	2152
3725	2247
3725	2312
3725	2335
3725	2353
3725	2629
3725	2670
3725	2697
3725	2729
3725	2798
3725	2937
3725	2950
3725	3145
3725	3159
3725	3239
3725	3456
3725	3458
3725	3558
3725	3562
3725	3567
3725	3576
3725	3687
3725	3713
3725	3725
3725	3732
3725	3868
3725	4014
3725	4092
3725	4144
3725	4312
3725	4313
3725	4314
3725	4318
3725	4321
3725	4436
3725	4502
3725	4609
3725	4843
3725	4852
3725	4878
3725	5021
3725	5055
3725	5241
3725	5328
3725	5973
3725	6347
3725	6351
3725	6352
3725	6401
3725	6520
3725	6670
3725	6698
3725	6699
3725	6700
3725	6707
3725	6775
3725	6916
3725	7015
3725	7031
3725	7040
3725	7051
3725	7054
3725	7076
3725	7124
3725	7130
3725	7157
3725	7252
3725	7422
3725	7432
3725	8797
3725	10628
3725	10666
3725	53947
3725	57708
3725	124056
3726	3239
3726	3558
3726	3567
3726	3713
3726	5328
3726	6698
3726	6699
3726	7051
3726	8061
3726	8797
3727	595
3727	1442
3727	1728
3727	2064
3727	2312
3727	2729
3727	2730
3727	3239
3727	3567
3727	3569
3727	3713
3727	4835
3727	5328
3727	6699
3727	7015
3727	7051
3727	8061
3727	8797
4005	3815
4010	1286
4010	7827
4066	3397
4086	7538
4087	7042
4087	10516
4088	351
4088	1278
4088	1294
4088	2006
4088	2022
4088	3725
4088	4092
4088	4312
4088	5054
4088	5744
4088	7015
4088	7042
4088	7422
4088	10516
4089	351
4089	1278
4089	2006
4089	2022
4089	3725
4089	4092
4089	4312
4089	5054
4089	5268
4089	5744
4089	7042
4089	7422
4094	2771
4097	350
4097	2729
4097	2730
4149	993
4149	4904
4149	7015
4150	4150
4150	4609
4150	5334
4150	5745
4152	4100
4152	4102
4152	4111
4152	266740
4205	2027
4205	4656
4208	1375
4208	53630
4211	5196
4286	596
4286	1638
4286	2315
4286	4157
4286	4233
4286	4935
4286	6490
4286	7299
4286	7306
4286	7439
4286	79444
4303	604
4303	3484
4303	5934
4335	7015
4520	2729
4520	3308
4520	4502
4602	100
4602	983
4602	2908
4602	2950
4602	3815
4602	4602
4602	6427
4602	6670
4602	7201
4609	993
4609	1019
4609	1977
4609	2064
4609	2697
4609	4609
4609	4904
4609	7015
4609	7852
4609	8886
4609	89874
4609	406952
4609	727897
4613	4193
4613	5747
4613	727897
4617	23209
4618	23209
4654	208
4654	2353
4654	6744
4654	23209
4654	50964
4656	23209
4763	246
4763	338
4763	2335
4763	2670
4763	2796
4763	3925
4763	7020
4763	7157
4763	8641
4772	356
4772	1437
4772	1960
4772	2208
4772	3458
4772	3558
4772	3562
4772	3565
4772	3690
4773	1437
4773	1960
4773	2208
4773	3383
4773	3558
4773	3565
4773	3662
4773	3690
4773	7124
4774	407008
4775	643
4775	4879
4776	5468
4778	350
4778	3145
4779	1728
4779	2730
4779	2937
4780	158
4780	350
4780	1728
4780	2729
4780	2730
4780	2771
4780	2937
4780	2950
4780	3868
4780	4835
4780	6277
4782	292
4782	350
4782	720
4782	875
4782	1026
4782	1277
4782	1493
4782	1528
4782	1551
4782	1576
4782	1586
4782	2173
4782	3146
4782	3308
4782	3397
4782	3725
4782	4246
4782	4852
4782	5054
4782	5284
4782	6670
4782	6744
4782	7018
4782	8022
4790	355
4790	595
4790	1278
4790	1452
4790	2152
4790	2157
4790	2729
4790	2771
4790	2908
4790	2919
4790	2920
4790	2921
4790	3383
4790	3456
4790	3458
4790	3558
4790	3559
4790	3569
4790	3576
4790	4049
4790	4616
4790	4790
4790	4843
4790	5747
4790	6287
4790	6347
4790	6352
4790	6401
4790	6696
4790	6869
4790	7124
4790	7157
4790	7852
4790	406938
4791	3456
4791	4791
4791	6363
4800	350
4800	875
4800	890
4800	983
4800	1514
4800	1543
4800	1647
4800	1869
4800	2052
4800	2356
4800	4603
4800	5243
4800	5627
4800	6658
4800	7048
4800	7155
4800	7913
4800	10308
4800	10628
4800	10957
4800	50509
4800	51702
4801	478
4801	875
4801	983
4801	1027
4801	1514
4801	2052
4801	2212
4801	2356
4801	2719
4801	4246
4801	4287
4801	4603
4801	5243
4801	6670
4801	7048
4801	8721
4801	10957
4801	50509
4802	10957
4802	50509
4824	118425
4831	4609
4841	5250
4899	350
4899	826
4899	961
4899	1869
4899	1876
4899	1965
4899	5471
4899	6389
4899	7019
4899	9513
4899	9804
4899	10606
4899	64397
4901	6010
4904	355
4904	5243
4904	6532
4929	1585
4929	6531
5013	7306
5036	1869
5074	56616
5076	7157
5077	4286
5079	930
5079	2208
5079	7157
5080	3678
5080	3688
5080	6597
5087	1026
5087	1290
5087	1536
5087	3586
5087	5328
5087	7367
5088	1290
5088	3690
5088	5328
5088	7367
5204	54361
5241	2798
5241	3484
5241	4609
5308	5351
5309	6531
5316	1290
5316	5328
5316	7367
5328	2353
5328	6029
5328	7432
5449	2796
5449	7421
5451	9
5451	350
5451	595
5451	973
5451	3558
5451	3562
5451	3567
5451	3713
5451	4023
5451	4067
5451	4609
5451	6066
5451	8349
5452	3558
5452	4609
5452	8349
5454	230
5454	1644
5454	4671
5463	3558
5465	335
5465	1374
5465	1375
5465	3158
5465	6555
5465	9572
5465	10501
5465	116519
5468	51
5468	3638
5468	4035
5468	9370
5468	53630
5626	5449
5716	3558
5914	126
5914	335
5914	345
5914	632
5914	643
5914	912
5914	4843
5914	5915
5914	5916
5914	6439
5914	7066
5915	34
5915	126
5915	335
5915	5915
5915	5916
5915	5973
5916	912
5916	5915
5916	5916
5916	6439
5925	3397
5925	3815
5933	890
5933	89845
5937	355
5966	597
5966	598
5966	2152
5966	3456
5966	3559
5966	3662
5966	5284
5966	6347
5966	7124
5970	12
5970	177
5970	356
5970	595
5970	596
5970	1278
5970	1535
5970	1734
5970	1999
5970	2152
5970	2771
5970	3037
5970	3091
5970	3135
5970	3383
5970	3456
5970	3458
5970	3460
5970	3553
5970	3559
5970	3569
5970	3576
5970	3662
5970	4144
5970	4155
5970	4210
5970	4276
5970	4791
5970	4929
5970	4973
5970	4988
5970	5284
5970	5747
5970	6347
5970	6352
5970	6363
5970	6775
5970	7097
5970	7124
5970	7157
5970	7412
5970	8795
5970	9641
5970	64127
5970	727897
5971	3662
5971	6363
5978	551
5978	1141
5978	1584
5978	3897
5978	4916
5978	4988
5978	6853
5978	7054
5978	8829
5978	9479
5978	57369
5989	3568
5989	5111
5990	3568
5991	3568
5992	3568
6117	672
6118	672
6119	672
6241	3456
6241	4938
6256	19
6256	34
6256	51
6256	126
6256	211
6256	335
6256	336
6256	344
6256	345
6256	348
6256	570
6256	632
6256	643
6256	912
6256	1026
6256	1071
6256	1374
6256	1375
6256	1551
6256	1555
6256	1557
6256	1558
6256	1559
6256	1576
6256	1956
6256	2172
6256	3158
6256	3484
6256	3638
6256	4035
6256	4609
6256	4843
6256	5243
6256	5360
6256	5467
6256	5777
6256	5915
6256	5916
6256	5973
6256	6439
6256	6517
6256	6555
6256	6658
6256	7099
6256	7124
6256	7361
6256	8647
6256	9370
6256	9572
6256	9619
6256	9965
6256	10062
6256	10501
6256	10599
6256	10998
6256	53630
6256	55503
6256	116519
6304	1536
6421	5250
6591	675
6596	5054
6657	4609
6659	914
6662	916
6663	4286
6667	20
6667	100
6667	135
6667	155
6667	177
6667	226
6667	240
6667	246
6667	328
6667	335
6667	338
6667	348
6667	355
6667	401
6667	478
6667	581
6667	595
6667	598
6667	672
6667	682
6667	688
6667	720
6667	826
6667	841
6667	847
6667	857
6667	875
6667	894
6667	896
6667	929
6667	963
6667	1000
6667	1017
6667	1026
6667	1027
6667	1029
6667	1031
6667	1048
6667	1052
6667	1082
6667	1178
6667	1277
6667	1278
6667	1280
6667	1282
6667	1284
6667	1386
6667	1452
6667	1514
6667	1551
6667	1572
6667	1576
6667	1580
6667	1586
6667	1589
6667	1593
6667	1595
6667	1621
6667	1677
6667	1719
6667	1869
6667	1896
6667	1956
6667	2000
6667	2022
6667	2056
6667	2057
6667	2149
6667	2152
6667	2205
6667	2242
6667	2247
6667	2264
6667	2321
6667	2332
6667	2335
6667	2352
6667	2353
6667	2670
6667	2697
6667	2735
6667	2796
6667	2820
6667	2919
6667	2994
6667	2995
6667	3037
6667	3064
6667	3159
6667	3172
6667	3217
6667	3283
6667	3284
6667	3308
6667	3315
6667	3397
6667	3400
6667	3458
6667	3459
6667	3486
6667	3552
6667	3558
6667	3560
6667	3586
6667	3636
6667	3643
6667	3662
6667	3673
6667	3681
6667	3684
6667	3685
6667	3713
6667	3725
6667	3811
6667	3815
6667	3868
6667	3875
6667	3931
6667	3949
6667	3991
6667	4014
6667	4023
6667	4056
6667	4057
6667	4128
6667	4129
6667	4150
6667	4246
6667	4257
6667	4284
6667	4287
6667	4313
6667	4353
6667	4502
6667	4582
6667	4585
6667	4601
6667	4603
6667	4609
6667	4613
6667	4625
6667	4665
6667	4811
6667	4835
6667	4839
6667	4842
6667	4846
6667	4852
6667	4988
6667	5045
6667	5054
6667	5055
6667	5104
6667	5154
6667	5155
6667	5213
6667	5241
6667	5243
6667	5250
6667	5471
6667	5578
6667	5610
6667	5618
6667	5627
6667	5663
6667	5727
6667	5744
6667	5745
6667	5914
6667	5921
6667	5966
6667	5970
6667	5973
6667	5979
6667	5981
6667	6066
6667	6134
6667	6281
6667	6347
6667	6436
6667	6549
6667	6550
6667	6573
6667	6574
6667	6594
6667	6646
6667	6647
6667	6658
6667	6662
6667	6667
6667	6670
6667	6678
6667	6693
6667	6696
6667	6699
6667	6720
6667	6744
6667	6752
6667	6772
6667	6844
6667	6879
6667	6895
6667	6955
6667	7003
6667	7015
6667	7022
6667	7031
6667	7039
6667	7040
6667	7046
6667	7047
6667	7048
6667	7053
6667	7080
6667	7097
6667	7124
6667	7148
6667	7155
6667	7157
6667	7167
6667	7298
6667	7402
6667	7422
6667	7428
6667	7803
6667	7941
6667	8022
6667	8061
6667	8575
6667	8578
6667	8721
6667	8877
6667	9156
6667	9232
6667	9334
6667	9420
6667	9421
6667	9536
6667	10395
6667	10397
6667	10606
6667	10666
6667	10765
6667	10855
6667	10926
6667	22801
6667	23621
6667	27032
6667	27040
6667	29117
6667	30816
6667	51206
6667	51702
6667	54538
6667	56034
6667	57708
6667	80329
6667	89845
6667	114757
6667	124056
6667	148022
6667	727897
6668	595
6668	826
6668	4842
6668	6752
6668	8660
6670	20
6670	356
6670	401
6670	478
6670	595
6670	598
6670	672
6670	682
6670	720
6670	826
6670	875
6670	1000
6670	1026
6670	1031
6670	1278
6670	1280
6670	1514
6670	1528
6670	1551
6670	1572
6670	1576
6670	1580
6670	1586
6670	1593
6670	1595
6670	1869
6670	2149
6670	2321
6670	2335
6670	2352
6670	2919
6670	3037
6670	3159
6670	3217
6670	3283
6670	3284
6670	3486
6670	3560
6670	3636
6670	3685
6670	3868
6670	3931
6670	3949
6670	4014
6670	4023
6670	4056
6670	4129
6670	4246
6670	4313
6670	4585
6670	4613
6670	4625
6670	4835
6670	4842
6670	4988
6670	5054
6670	5627
6670	5979
6670	6549
6670	6550
6670	6573
6670	6574
6670	6667
6670	6670
6670	6752
6670	6772
6670	7022
6670	7031
6670	7047
6670	7048
6670	7080
6670	7097
6670	7157
6670	7402
6670	7422
6670	7941
6670	8061
6670	8660
6670	8721
6670	9156
6670	9420
6670	9421
6670	9536
6670	10395
6670	10765
6670	10855
6670	22801
6670	27040
6670	51702
6670	57708
6670	80329
6670	89845
6671	20
6671	401
6671	478
6671	595
6671	875
6671	9421
6688	820
6688	968
6688	1536
6688	1667
6688	2064
6688	2114
6688	2205
6688	2242
6688	3553
6688	3662
6688	3674
6688	3684
6688	3689
6688	4689
6688	5777
6688	6886
6688	9636
6688	51206
6688	494336
6688	653361
6689	2242
6720	32
6720	47
6720	835
6720	857
6720	1026
6720	2222
6720	3796
6720	3949
6720	5468
6720	5777
6720	6517
6720	6770
6720	8660
6721	19
6721	949
6721	2222
6721	3949
6721	4547
6721	5468
6721	5652
6721	6476
6721	6770
6721	7351
6722	348
6722	1958
6722	1959
6722	2002
6722	2353
6722	4634
6722	8518
6736	916
6736	6736
6772	12
6772	183
6772	595
6772	942
6772	958
6772	1026
6772	1536
6772	2208
6772	2209
6772	2211
6772	2353
6772	2537
6772	3133
6772	3383
6772	3433
6772	3458
6772	3559
6772	3572
6772	3586
6772	3620
6772	3659
6772	4261
6772	4582
6772	4609
6772	4615
6772	4843
6772	4938
6772	4988
6772	5292
6772	5698
6772	6281
6772	6347
6772	6363
6772	6646
6772	6890
6772	7200
6772	7432
6772	7453
6772	8519
6772	9636
6772	9961
6772	10352
6772	27035
6772	54739
6772	59067
6773	6363
6773	59067
6774	12
6774	332
6774	1026
6774	1154
6774	1401
6774	2353
6774	3082
6774	3458
6774	3559
6774	3572
6774	3586
6774	3659
6774	4582
6774	4609
6774	4615
6774	4988
6774	5292
6774	7200
6774	7291
6774	7432
6774	59067
6775	3458
6775	3559
6775	3659
6775	3662
6775	4609
6775	5292
6775	5551
6775	59067
6776	595
6776	598
6776	894
6776	1154
6776	2209
6776	3458
6776	3559
6776	3659
6776	3662
6776	3811
6776	4615
6776	5292
6776	7453
6776	10352
6777	595
6777	1026
6777	1154
6777	3458
6777	3559
6777	3659
6777	5008
6777	5292
6777	10352
6778	246
6778	2208
6778	2209
6778	3557
6778	3559
6778	3566
6778	3662
6778	4988
6778	6361
6778	10344
6886	3815
6908	212
6908	632
6908	1719
6908	2670
6908	3308
6908	7039
6908	26827
6908	51702
6910	4878
6925	269
6926	6862
6927	39
6927	259
6927	336
6927	338
6927	350
6927	1080
6927	1109
6927	1401
6927	1576
6927	2157
6927	2264
6927	2938
6927	3172
6927	3484
6927	3674
6927	4585
6927	4837
6927	5710
6927	6476
6927	6514
6927	6714
6927	7364
6927	7367
6927	9075
6927	9376
6927	9971
6927	10599
6927	27035
6927	27329
6927	50674
6927	54575
6927	54576
6927	54600
6927	57393
6927	117153
6928	336
6928	338
6928	1401
6928	3484
6928	3674
6928	4585
6928	4837
6928	6476
6928	6696
6928	9376
6928	54576
6928	59272
6929	2353
6929	3815
6929	5777
6932	916
6932	925
6934	4316
6934	4609
6934	6932
6934	8061
6935	3558
6935	7161
6935	406933
6935	406985
7003	4625
7004	3725
7004	4625
7005	3283
7005	4625
7005	6744
7020	133
7020	246
7020	338
7020	351
7020	632
7020	891
7020	1050
7020	1082
7020	1386
7020	1583
7020	2064
7020	2264
7020	2332
7020	2670
7020	2796
7020	3064
7020	3315
7020	3458
7020	3480
7020	3488
7020	3725
7020	3732
7020	3815
7020	3848
7020	3854
7020	4284
7020	4313
7020	4502
7020	4609
7020	5104
7020	5284
7020	5578
7020	5966
7020	6648
7020	6744
7020	6879
7020	6888
7020	6955
7020	7020
7020	7039
7020	7428
7020	8884
7020	9513
7020	10553
7020	53947
7020	80329
7020	89874
7020	727897
7021	5730
7021	6573
7021	6648
7022	1475
7022	6648
7022	57708
7023	4502
7023	6895
7023	51107
7023	53947
7025	183
7025	240
7025	335
7025	337
7025	345
7025	1026
7025	1375
7025	1565
7025	1585
7025	2056
7025	2158
7025	3381
7025	3973
7025	3990
7025	4057
7025	5915
7025	7018
7026	58
7026	335
7026	337
7026	338
7026	344
7026	345
7026	1585
7026	2158
7026	2908
7026	3172
7027	857
7027	890
7027	990
7027	1031
7027	1719
7027	1870
7027	3925
7027	4609
7027	4998
7027	5046
7027	5933
7027	7161
7030	5054
7033	3456
7067	1555
7067	4609
7067	4843
7067	7252
7068	336
7068	344
7068	1956
7068	7252
7068	116519
7071	3681
7080	6439
7080	7038
7110	999
7110	7094
7132	983
7157	317
7157	324
7157	355
7157	467
7157	581
7157	834
7157	857
7157	1026
7157	1111
7157	1643
7157	1647
7157	1843
7157	1956
7157	2176
7157	2810
7157	2876
7157	3486
7157	3732
7157	4193
7157	4313
7157	4436
7157	5111
7157	5268
7157	5747
7157	5921
7157	6273
7157	6376
7157	7015
7157	7039
7157	7157
7157	7161
7157	8626
7157	8794
7157	8795
7157	9232
7157	10346
7157	10397
7157	22943
7157	27113
7157	27244
7157	55800
7157	63970
7157	64326
7157	94241
7157	407040
7158	672
7161	100
7161	581
7161	1026
7161	7161
7181	226
7181	1271
7181	2056
7181	5915
7182	348
7182	1271
7182	1589
7182	3973
7291	2735
7342	1583
7376	19
7376	348
7376	1071
7376	9619
7376	10062
7391	328
7391	345
7391	351
7391	444
7391	551
7391	595
7391	632
7391	675
7391	875
7391	891
7391	1048
7391	1050
7391	1551
7391	1576
7391	2735
7391	3214
7391	3217
7391	3482
7391	3669
7391	4261
7391	4609
7391	5054
7391	5196
7391	5284
7391	5730
7391	5981
7391	6277
7391	6573
7391	6658
7391	6744
7391	7015
7391	7156
7391	7299
7391	7706
7391	116519
7391	387281
7392	336
7392	345
7392	351
7392	444
7392	551
7392	675
7392	2735
7392	3214
7392	3482
7392	5196
7392	5284
7392	6277
7392	7015
7392	7852
7392	116519
7421	632
7421	1026
7421	1551
7421	1555
7421	1576
7421	2796
7421	3484
7421	4843
7421	5449
7421	5467
7421	55503
7490	1647
7490	2297
7490	3481
7490	5154
7490	6608
7507	5243
7520	540
7520	1543
7528	9
7528	142
7528	355
7528	1029
7528	1071
7528	1178
7528	1437
7528	1536
7528	1621
7528	2205
7528	2353
7528	2548
7528	3217
7528	3283
7528	3284
7528	3397
7528	3444
7528	3458
7528	3811
7528	5111
7528	5178
7528	6770
7528	7057
7528	7156
7528	7157
7528	7913
7528	7919
7528	8200
7528	8518
7528	27032
7545	348
7546	348
7555	4609
7593	350
7593	875
7593	947
7593	1000
7593	4602
7593	4842
7593	4846
7593	6573
7629	4842
7629	6888
7702	4842
7702	6888
7702	26827
7707	4314
7707	6772
7709	1026
7716	1906
7716	3562
7727	5155
7849	7157
7975	1728
8061	2950
8061	3239
8061	3558
8061	3569
8061	3576
8061	3713
8061	4312
8061	4313
8061	5328
8061	6699
8061	8061
8061	8797
8091	597
8187	5949
8202	2064
8379	7015
8462	350
8462	3630
8462	4129
8463	1956
8538	796
8626	182
8626	1026
8626	4193
8648	2064
8648	3206
8844	4014
8856	211
8856	1551
8856	1555
8856	1557
8856	1558
8856	1559
8856	1576
8856	4843
8856	5243
8856	5777
8856	7361
8856	10599
8861	3815
8874	177
8874	355
8874	356
8874	595
8874	596
8874	597
8874	598
8874	1278
8874	1400
8874	1999
8874	3037
8874	3091
8874	3135
8874	3456
8874	3458
8874	3460
8874	3553
8874	3558
8874	3559
8874	3569
8874	3662
8874	4276
8874	4790
8874	4929
8874	4973
8874	5284
8874	5966
8874	6347
8874	6352
8874	6363
8874	6775
8874	7124
8874	7157
8874	7412
8874	8795
8874	64127
8874	727897
8880	672
8880	4609
8929	401
8929	7857
